964538445,cliente_1,direccion_1,ciudad_1,34624
704073705,cliente_2,direccion_2,ciudad_2,65369
843519607,cliente_3,direccion_3,ciudad_3,19934
872897381,cliente_4,direccion_4,ciudad_4,49947
557217673,cliente_5,direccion_5,ciudad_5,61425
939028999,cliente_6,direccion_6,ciudad_6,91679
682454325,cliente_7,direccion_7,ciudad_7,70640
339913330,cliente_8,direccion_8,ciudad_8,63291
187450017,cliente_9,direccion_9,ciudad_9,47329
301347069,cliente_10,direccion_10,ciudad_10,17122
155063572,cliente_11,direccion_11,ciudad_11,88142
793241999,cliente_12,direccion_12,ciudad_12,65888
869297628,cliente_13,direccion_13,ciudad_13,58979
549626536,cliente_14,direccion_14,ciudad_14,96694
144998767,cliente_15,direccion_15,ciudad_15,11986
103730174,cliente_16,direccion_16,ciudad_16,71377
865835380,cliente_17,direccion_17,ciudad_17,42098
553242876,cliente_18,direccion_18,ciudad_18,97319
991674270,cliente_19,direccion_19,ciudad_19,46643
320242542,cliente_20,direccion_20,ciudad_20,93041
755006189,cliente_21,direccion_21,ciudad_21,41866
688733692,cliente_22,direccion_22,ciudad_22,72516
507998751,cliente_23,direccion_23,ciudad_23,59325
909970056,cliente_24,direccion_24,ciudad_24,52740
568127400,cliente_25,direccion_25,ciudad_25,44661
787451912,cliente_26,direccion_26,ciudad_26,77870
767346920,cliente_27,direccion_27,ciudad_27,90645
424038860,cliente_28,direccion_28,ciudad_28,21626
370879624,cliente_29,direccion_29,ciudad_29,77932
376908459,cliente_30,direccion_30,ciudad_30,36891
636262872,cliente_31,direccion_31,ciudad_31,96437
877165869,cliente_32,direccion_32,ciudad_32,88202
238638840,cliente_33,direccion_33,ciudad_33,30602
226384580,cliente_34,direccion_34,ciudad_34,77617
525191556,cliente_35,direccion_35,ciudad_35,61394
310189322,cliente_36,direccion_36,ciudad_36,93785
233226639,cliente_37,direccion_37,ciudad_37,13511
595692368,cliente_38,direccion_38,ciudad_38,81756
183584088,cliente_39,direccion_39,ciudad_39,58098
840515782,cliente_40,direccion_40,ciudad_40,63451
699024740,cliente_41,direccion_41,ciudad_41,18932
304614110,cliente_42,direccion_42,ciudad_42,12254
946312019,cliente_43,direccion_43,ciudad_43,82510
112714861,cliente_44,direccion_44,ciudad_44,77238
192238392,cliente_45,direccion_45,ciudad_45,79463
382030817,cliente_46,direccion_46,ciudad_46,95551
653423075,cliente_47,direccion_47,ciudad_47,25471
888522308,cliente_48,direccion_48,ciudad_48,34431
914814914,cliente_49,direccion_49,ciudad_49,98959
417730925,cliente_50,direccion_50,ciudad_50,51113
927838187,cliente_51,direccion_51,ciudad_51,20222
155978647,cliente_52,direccion_52,ciudad_52,42488
195373601,cliente_53,direccion_53,ciudad_53,74554
185151838,cliente_54,direccion_54,ciudad_54,94276
161702154,cliente_55,direccion_55,ciudad_55,79968
226135885,cliente_56,direccion_56,ciudad_56,55444
659370310,cliente_57,direccion_57,ciudad_57,18915
367644092,cliente_58,direccion_58,ciudad_58,22067
158419279,cliente_59,direccion_59,ciudad_59,16847
423416540,cliente_60,direccion_60,ciudad_60,87417
160715792,cliente_61,direccion_61,ciudad_61,97978
570035349,cliente_62,direccion_62,ciudad_62,22561
294300764,cliente_63,direccion_63,ciudad_63,79525
901537882,cliente_64,direccion_64,ciudad_64,90567
710403000,cliente_65,direccion_65,ciudad_65,48080
349477477,cliente_66,direccion_66,ciudad_66,48270
998204031,cliente_67,direccion_67,ciudad_67,28715
129773352,cliente_68,direccion_68,ciudad_68,62043
769543972,cliente_69,direccion_69,ciudad_69,22948
465682399,cliente_70,direccion_70,ciudad_70,43875
133120243,cliente_71,direccion_71,ciudad_71,40746
137829624,cliente_72,direccion_72,ciudad_72,55341
954230884,cliente_73,direccion_73,ciudad_73,51716
753649758,cliente_74,direccion_74,ciudad_74,56470
195238202,cliente_75,direccion_75,ciudad_75,85531
520140445,cliente_76,direccion_76,ciudad_76,72600
782930898,cliente_77,direccion_77,ciudad_77,71015
458019231,cliente_78,direccion_78,ciudad_78,10007
389991166,cliente_79,direccion_79,ciudad_79,96609
955006339,cliente_80,direccion_80,ciudad_80,60914
135648154,cliente_81,direccion_81,ciudad_81,19697
869545304,cliente_82,direccion_82,ciudad_82,50748
863384713,cliente_83,direccion_83,ciudad_83,88111
807554979,cliente_84,direccion_84,ciudad_84,62229
124248472,cliente_85,direccion_85,ciudad_85,63148
205577822,cliente_86,direccion_86,ciudad_86,88934
466436848,cliente_87,direccion_87,ciudad_87,89467
134903521,cliente_88,direccion_88,ciudad_88,86323
867177059,cliente_89,direccion_89,ciudad_89,12545
216835360,cliente_90,direccion_90,ciudad_90,28862
659288332,cliente_91,direccion_91,ciudad_91,45794
881432532,cliente_92,direccion_92,ciudad_92,60687
549229230,cliente_93,direccion_93,ciudad_93,68349
574784488,cliente_94,direccion_94,ciudad_94,34579
259341060,cliente_95,direccion_95,ciudad_95,84441
316216013,cliente_96,direccion_96,ciudad_96,53059
215592540,cliente_97,direccion_97,ciudad_97,99397
786866380,cliente_98,direccion_98,ciudad_98,23273
566551510,cliente_99,direccion_99,ciudad_99,63533
502134821,cliente_100,direccion_100,ciudad_100,81769
395645690,cliente_101,direccion_101,ciudad_101,66029
319088951,cliente_102,direccion_102,ciudad_102,36213
527889602,cliente_103,direccion_103,ciudad_103,82536
765651079,cliente_104,direccion_104,ciudad_104,20690
698468248,cliente_105,direccion_105,ciudad_105,80041
813353413,cliente_106,direccion_106,ciudad_106,83187
541214810,cliente_107,direccion_107,ciudad_107,10693
878151935,cliente_108,direccion_108,ciudad_108,22948
952166733,cliente_109,direccion_109,ciudad_109,66043
274476759,cliente_110,direccion_110,ciudad_110,51793
562707484,cliente_111,direccion_111,ciudad_111,91748
745753525,cliente_112,direccion_112,ciudad_112,47318
143515694,cliente_113,direccion_113,ciudad_113,72278
832411188,cliente_114,direccion_114,ciudad_114,43420
459585136,cliente_115,direccion_115,ciudad_115,94943
922779991,cliente_116,direccion_116,ciudad_116,16424
328762568,cliente_117,direccion_117,ciudad_117,70796
499241638,cliente_118,direccion_118,ciudad_118,76902
381061525,cliente_119,direccion_119,ciudad_119,91592
667818227,cliente_120,direccion_120,ciudad_120,44380
585421314,cliente_121,direccion_121,ciudad_121,91421
260195854,cliente_122,direccion_122,ciudad_122,73101
167235686,cliente_123,direccion_123,ciudad_123,69507
437538357,cliente_124,direccion_124,ciudad_124,81435
195957364,cliente_125,direccion_125,ciudad_125,58202
818536760,cliente_126,direccion_126,ciudad_126,43951
158986196,cliente_127,direccion_127,ciudad_127,15065
760425979,cliente_128,direccion_128,ciudad_128,58404
987129392,cliente_129,direccion_129,ciudad_129,84483
625939511,cliente_130,direccion_130,ciudad_130,11184
916359010,cliente_131,direccion_131,ciudad_131,28346
642282869,cliente_132,direccion_132,ciudad_132,36800
398258959,cliente_133,direccion_133,ciudad_133,15141
504187681,cliente_134,direccion_134,ciudad_134,81100
760492447,cliente_135,direccion_135,ciudad_135,32696
998967440,cliente_136,direccion_136,ciudad_136,61031
710623795,cliente_137,direccion_137,ciudad_137,48263
936235680,cliente_138,direccion_138,ciudad_138,21579
385273366,cliente_139,direccion_139,ciudad_139,19852
461073914,cliente_140,direccion_140,ciudad_140,59967
616349050,cliente_141,direccion_141,ciudad_141,47073
101675897,cliente_142,direccion_142,ciudad_142,77246
163481509,cliente_143,direccion_143,ciudad_143,76760
371636729,cliente_144,direccion_144,ciudad_144,49309
648219511,cliente_145,direccion_145,ciudad_145,37682
973719537,cliente_146,direccion_146,ciudad_146,42818
546692174,cliente_147,direccion_147,ciudad_147,37976
159488605,cliente_148,direccion_148,ciudad_148,72610
748811799,cliente_149,direccion_149,ciudad_149,57378
552469718,cliente_150,direccion_150,ciudad_150,57297
891245457,cliente_151,direccion_151,ciudad_151,40980
347920489,cliente_152,direccion_152,ciudad_152,46498
203330266,cliente_153,direccion_153,ciudad_153,10601
601580107,cliente_154,direccion_154,ciudad_154,21070
416032034,cliente_155,direccion_155,ciudad_155,43673
753240577,cliente_156,direccion_156,ciudad_156,96627
572596147,cliente_157,direccion_157,ciudad_157,63982
873042899,cliente_158,direccion_158,ciudad_158,84286
184291847,cliente_159,direccion_159,ciudad_159,30310
402551623,cliente_160,direccion_160,ciudad_160,60170
497253949,cliente_161,direccion_161,ciudad_161,32555
448763760,cliente_162,direccion_162,ciudad_162,18069
131129654,cliente_163,direccion_163,ciudad_163,54690
528591431,cliente_164,direccion_164,ciudad_164,64293
725395144,cliente_165,direccion_165,ciudad_165,24560
733118491,cliente_166,direccion_166,ciudad_166,92463
167386611,cliente_167,direccion_167,ciudad_167,24457
255401223,cliente_168,direccion_168,ciudad_168,96472
485046316,cliente_169,direccion_169,ciudad_169,83453
701166679,cliente_170,direccion_170,ciudad_170,80674
346726528,cliente_171,direccion_171,ciudad_171,62610
463147808,cliente_172,direccion_172,ciudad_172,81710
415756627,cliente_173,direccion_173,ciudad_173,95279
739908527,cliente_174,direccion_174,ciudad_174,57429
914073429,cliente_175,direccion_175,ciudad_175,84401
398055431,cliente_176,direccion_176,ciudad_176,18976
655678614,cliente_177,direccion_177,ciudad_177,47499
778769877,cliente_178,direccion_178,ciudad_178,12136
243810288,cliente_179,direccion_179,ciudad_179,84679
